ZIP	census_county_2010	census_state_2010	STATE	ChildrenHHCount	length_of_residence	children_ind	head_hh_age_code	GE_LATITUDE_2010	GE_LONGITUDE_2010
81477	497	06	ID	10	56	1	L	46.95289886756181	-112.66203055615539
23288	123	53	UT	10	43	1	H	45.77770792514891	-104.05347784516653
66141	269	12	NJ	7	30	0	B	35.88197221198895	-86.63937235519592
55791	437	33	TN	4	14	0	F	36.619064225178725	-88.14645255459897
88412	378	11	RI	6	56	0	C	45.28925083845884	-70.45979676319479
30465	520	09	HI	3	24	0	C	33.15199214790897	-100.60275383432264
15260	037	14	RI	2	61	1	K	47.08383933232324	-117.93756092874831
23561	534	53	CO	1	69	1	M	36.64603906425009	-106.90023278396284
67231	082	32	CA	14	34	0	D	42.85785776456157	-76.7787583494341
23329	091	06	WA	9	22	0	G	48.77329407947699	-94.78811309972157
49771	466	44	AR	4	42	1	G	47.72865498799426	-118.18231487700254
74703	581	17	MA	14	31	0	F	39.79205354155173	-112.04435002555498
94792	155	19	NH	13	67	1	E	47.00476021498698	-95.29182911124849
60315	382	45	LA	10	63	1	I	38.07312952204793	-101.37199484006075
35547	440	11	AR	9	23	1	J	34.25232449263755	-97.26046901027435
86777	271	59	AR	14	8	0	E	43.301217910033444	-75.83870999093915
74288	121	54	GA	10	70	0	M	45.6195863443599	-97.7946012195037
86500	373	26	DE	0	16	0	J	41.23871550858924	-90.38980577458872
34398	453	30	NY	15	20	1	G	38.25576880653773	-121.87725340221816
85904	466	33	WI	8	47	0	J	42.121837817385384	-106.53119874559755
11582	566	03	WV	14	64	0	M	33.334959205895764	-82.73733649793701
99038	223	33	WY	11	50	1	J	29.376532132885398	-82.48935507319425
75146	295	44	IL	15	4	1	B	37.67735624981939	-93.68428614309488
25883	157	54	UT	11	67	0	C	44.300650460213305	-111.72548447071823
77474	077	00	MD	7	21	1	M	46.49085507865039	-123.79981457574382
57995	055	40	ND	11	4	0	C	34.94706665277576	-98.42213834590467
80792	075	57	WY	14	46	0	B	47.1637186778227	-122.19549961276095
93221	056	57	OH	4	18	1	J	41.49747981296646	-84.1303213370106
42392	015	37	UT	1	15	0	J	34.07018296859844	-88.07427669631502
46219	454	46	FL	1	11	0	C	32.01892782850284	-99.19065183798128
81787	184	42	DC	5	10	0	F	45.539373898852915	-119.88330667566201
46749	427	14	MD	7	59	0	D	38.269860448702175	-96.6535171483554
67982	267	19	AZ	15	60	1	M	48.86679967747281	-108.77031547241383
93000	497	46	NJ	8	47	1	A	45.18064106405833	-71.06476649952373
96732	371	23	SD	0	8	1	F	28.78075260771492	-82.54169625385526
70399	248	01	NM	10	48	1	I	43.578989148349365	-72.44735857566639
42628	026	41	MN	7	40	1	A	31.461195674207463	-93.02959534138087
91160	311	18	DC	6	25	1	L	42.56770387682113	-123.97000630266432
23023	558	34	GA	3	0	1	J	37.10440353174308	-101.73468665728676
57337	128	46	KY	8	69	1	M	39.449190550251046	-82.9070578507714
28911	598	44	AR	15	22	0	B	36.18964671394487	-99.49092383113953
87685	280	19	OH	14	60	1	L	47.56067006379648	-96.48361955768272
62601	206	16	ND	11	48	0	A	38.8455514982531	-77.45093762272543
66002	414	58	WV	3	27	0	C	47.88318243949876	-122.89849138924313
37665	551	12	WA	1	22	0	K	43.64031691496542	-101.76133948996569
20196	000	13	AK	9	5	1	D	33.43960911282994	-82.18882207689438
72618	234	28	NC	0	65	0	G	30.556440948364695	-92.00624406198554
60786	316	25	MS	1	67	1	F	38.38146703829216	-84.52807462168505
24667	368	34	DC	3	69	0	H	38.148173082156674	-99.80938532360624
80088	420	51	RI	6	33	0	H	44.12306221184422	-109.21302520313758
25279	396	43	LA	10	56	0	H	34.58051609270951	-94.85708485834773
57624	208	18	RI	5	23	1	G	34.61287424446183	-102.46013565301965
47204	500	34	IL	13	55	0	D	44.29478855290309	-109.12821659151342
18687	168	42	IN	7	0	0	K	46.91328555340726	-115.76849853834875
32976	049	07	NY	15	68	0	K	36.83735074027399	-101.01447346729215
55869	553	46	IL	9	26	1	F	38.03020707648544	-93.32080721190313
45327	071	43	AL	9	9	0	B	42.677374208895344	-89.85794684082074
84825	195	43	NH	2	68	0	K	36.31699213663509	-100.24179190467281
65658	228	08	HI	4	16	1	D	41.907434168345574	-111.27470318835971
51355	505	17	NY	10	9	1	H	33.89153276798816	-80.59196927062828
28170	075	12	IN	8	34	1	L	39.88767527724054	-77.33370095049531
16665	426	41	CO	15	27	0	L	37.93632384667923	-112.62817538919039
84714	574	40	MA	6	26	0	D	37.998135186688074	-83.62357341867173
69921	267	38	PA	0	39	1	G	45.870175993475655	-98.12525012318706
63168	145	16	TN	14	60	1	H	36.35554140019992	-79.55261286337972
86990	299	11	OH	2	20	1	G	41.031477875253856	-119.14485646246807
31963	225	55	UT	9	10	0	K	46.21220906764401	-105.31813557915498
74109	052	48	DC	9	58	1	K	45.621501852513056	-88.0621441935686
20862	153	38	VA	3	32	1	H	40.7643026119316	-91.38542567847776
30955	436	35	NV	8	16	1	J	37.510018152421715	-93.38573064064343
81517	333	15	VA	12	2	1	G	43.184267125468295	-93.44119154528411
24457	514	43	NE	8	11	0	E	42.26869221540675	-117.76056304702476
23894	557	22	UT	11	51	1	L	30.695261702014545	-86.77643595218763
77970	580	33	OR	4	63	1	E	38.51503290506369	-81.60745279698023
72124	562	02	LA	10	61	1	F	41.804190526710016	-73.1903407800574
93794	425	03	GA	7	69	0	C	45.29860968417141	-93.40542204560101
18223	075	09	AZ	14	41	1	B	41.26005257079062	-84.86168032270598
37621	296	51	MS	8	62	1	I	41.05261277990497	-109.30420158104154
89284	330	07	WA	11	35	0	I	37.99345617262637	-95.00157652524435
71564	358	57	PA	6	32	0	K	44.29819033205611	-119.90882645878811
20204	094	41	AR	7	56	1	A	38.41269118975306	-79.98419159561428
81633	217	50	IN	10	39	1	J	38.594732817497594	-108.07726798083328
38582	223	15	OK	4	9	0	M	40.12998274545221	-90.35505573184503
69218	110	45	WI	2	25	0	G	48.690179639185985	-112.89199739366785
50155	366	57	NY	15	61	1	B	37.52042308892299	-116.28994292529487
84355	141	50	OH	8	37	0	B	41.68078867830493	-109.18990310041487
84581	270	02	HI	0	1	1	F	36.01750831405259	-77.96254271588305
77433	276	13	IL	7	42	1	D	40.046878162523356	-76.62344964570369
71456	588	49	IA	3	32	0	E	34.97196346459005	-87.99608760221528
30816	576	26	MO	14	41	0	D	31.175259305389407	-97.34249682469047
45532	138	21	WY	3	62	1	E	32.95772239023195	-113.78148650138665
88926	471	10	TN	7	53	0	C	37.534313436670864	-100.12953110867223
57222	566	48	AR	11	19	1	L	42.184826546104496	-84.35843516807626
98719	481	30	PA	14	47	1	L	36.252900175530854	-117.53267956676574
82511	192	00	AL	13	0	1	A	37.67536056910365	-117.06991726785598
12062	282	34	MN	5	30	0	J	31.810248879226908	-89.21340940536055
11274	364	47	AL	13	10	1	I	43.48236379639651	-98.22189625575606
79049	183	34	HI	11	14	0	M	41.37708444636834	-116.66133472492261
49560	550	47	MO	4	30	1	J	40.15663586099987	-100.98702680108732
10304	215	14	WV	6	57	1	C	39.50633544140154	-90.94920627143419
60555	276	55	OR	1	22	1	E	38.7946230677298	-118.20923130082414
10644	322	49	GA	6	22	1	A	47.5876014083543	-121.12115914720582
77593	169	07	NC	13	27	1	I	44.13859871309106	-96.44329095487917
14715	163	06	NJ	7	1	1	A	46.51061355973947	-95.03606872760001
39639	495	37	ME	5	32	0	K	41.34350729865298	-85.95276252256258
11259	420	30	MO	14	27	1	E	39.348839139576675	-75.00433520804044
67097	325	49	MD	14	26	0	C	42.74569688659515	-120.65295017108168
39059	486	40	TX	8	32	0	E	34.79273415417251	-92.48964770439201
29144	222	59	NE	10	7	1	I	48.37726932011274	-115.06783189028816
36832	432	01	MS	8	5	0	M	37.887194136682254	-119.21205331031338
78624	432	11	CT	6	45	0	E	29.068255018280453	-97.20952696898807
49680	469	37	WY	8	5	0	M	30.161872909950652	-81.47055061136483
72208	574	26	IA	1	62	0	E	48.96874726789951	-115.30433060853187
52413	413	46	AL	4	40	1	I	38.152243118493516	-117.2208215801409
32822	310	38	NJ	5	7	1	C	39.24730538754462	-107.54039759029504
46042	208	30	WI	10	27	1	L	48.77267607996846	-118.61571251842969
74560	372	00	AL	1	13	0	M	39.43416174489623	-98.73496465217872
11769	589	59	LA	4	28	0	A	47.15638704554	-98.03654839607694
90023	202	48	OR	2	16	1	A	31.818543222160095	-89.2079616435955
49795	389	43	SC	8	67	1	J	35.614421894982684	-88.80742394581519
18078	304	42	HI	3	8	1	J	46.43391422511043	-89.15399526413512
93052	150	10	TX	11	38	1	H	48.20406363549168	-108.45559834057973
83748	434	52	HI	0	9	1	E	36.99972885037711	-102.89580397005088
96996	513	18	HI	2	45	1	E	43.723230888452065	-76.4484770865293
26895	193	15	KS	14	47	1	M	38.59415262340417	-86.82137499712357
86666	077	21	DC	1	39	0	H	39.17054182047968	-77.42145815100037
49319	484	24	MN	11	3	1	M	44.10402088538069	-86.92186900964637
64664	218	04	NE	12	54	0	G	38.33338481745373	-96.9123421183034
80428	179	26	NY	9	65	1	F	40.49579711383652	-78.96848802469222
92467	292	27	DC	5	70	1	L	32.98663610076069	-96.76269025665042
36105	270	50	AK	13	2	0	A	35.80582845536156	-99.12664877506377
66642	026	23	VA	8	32	1	K	41.885697045394366	-85.10670199055676
58912	421	52	VT	13	40	0	I	44.751977964789674	-103.41762840371331
88211	494	35	NV	0	64	1	H	46.17546305733816	-103.48544103891614
26565	389	03	TX	9	6	1	L	43.63272767449818	-100.13314412046459
44618	440	17	GA	0	37	1	C	46.262063159277965	-89.06239030924263
37902	584	19	KY	2	6	1	A	30.551589090637727	-102.52801226887259
63562	097	15	KS	13	63	1	E	31.11769571003267	-96.97637048239926
69777	030	59	PA	10	62	1	I	38.814755113259054	-78.42890046496308
82750	427	52	NV	6	9	0	G	44.97309600690173	-121.88807586454313
53765	149	57	NC	3	17	1	H	39.75348449519008	-87.04884017528943
84790	529	55	CA	13	30	1	K	39.93099917354058	-97.86759977220699
36212	418	27	NV	12	63	0	B	34.469717038261216	-98.69192230979634
96483	284	58	MT	2	63	1	F	31.96399624405972	-108.1021862368367
74327	195	48	UT	9	3	1	B	33.58795812326197	-79.16707590143847
59165	225	56	CT	8	32	1	G	44.69706390453074	-75.51140594101977
65006	358	02	NV	12	11	0	F	40.196933307171335	-88.6127641475276
35422	350	08	MN	4	6	1	C	45.30552539560978	-109.05588362317648
30594	236	01	NM	13	52	1	F	35.231759574629564	-80.4466583961495
89637	192	50	NH	11	11	0	J	32.1589667150366	-104.44671696184801
51285	167	12	MO	1	45	0	D	42.590262170767	-112.31482301275048
16926	020	19	CA	7	34	0	H	37.65715496880857	-78.32554120828044
31888	400	30	ID	7	34	0	H	48.760724091012484	-102.89223010286744
76637	135	16	AL	12	52	1	M	44.324884905979744	-86.78945142211268
66419	482	11	WA	6	22	0	H	34.50774980464783	-103.14465742278793
23085	099	52	WV	4	53	1	F	47.63442741745547	-107.42761422254834
25820	202	13	NV	10	35	0	A	35.702074812945945	-97.72024038234896
85365	098	21	SD	13	46	0	F	34.52699557572636	-82.93255862976389
92328	111	24	AR	10	41	1	B	27.183329658376095	-97.67208929604953
82894	147	58	MS	11	52	1	L	46.14019220959876	-122.9676275883316
88112	268	34	SD	15	34	0	A	45.34683405976436	-103.8498980945616
92892	520	55	CA	9	15	0	C	41.46572563192423	-82.71943954558404
84624	178	58	NE	3	1	0	D	33.62749658265416	-99.46588076918374
40334	286	27	NC	12	43	0	C	46.13995944065462	-113.66866070990497
36598	230	29	NH	12	3	1	K	43.4269067916434	-96.18317445352315
42831	460	10	WA	12	37	0	K	37.21063052440885	-82.21844098441062
83296	206	24	VT	13	64	0	C	39.54930386014611	-99.32657086620527
27410	056	47	WI	12	1	1	M	41.57633370085209	-86.83753028910668
43625	553	53	DE	2	69	0	L	41.10649334017728	-95.43758298412402
96253	487	15	NY	11	32	0	D	32.1348290702596	-83.52913768373824
60886	481	11	NY	10	63	1	E	37.91081268048595	-104.17084386756719
60235	591	26	NC	13	61	0	B	32.58581018112498	-88.00369158283931
56380	532	34	LA	8	10	1	H	40.137740890832816	-90.78602738889967
84031	390	27	MT	6	22	0	E	45.32316093684305	-101.0333868763085
34011	057	17	MS	12	8	1	J	44.20754128784965	-82.94185084039282
30946	456	53	DC	9	17	1	L	31.704799991693104	-95.87610090460328
61150	381	25	IL	3	42	0	D	35.129097646804105	-90.1439708381836
20192	272	45	LA	12	32	0	G	33.2517952432407	-84.66513385619261
43914	269	50	IL	15	45	0	G	34.09367393408263	-85.46080087356961
31841	099	18	OR	10	45	0	K	40.18252503069162	-119.62552334183718
15509	106	09	NV	15	3	0	M	35.76856723949756	-119.0498536941997
66098	044	06	VA	2	29	1	K	35.802459313035584	-109.21659744943915
84402	560	09	VT	6	0	0	L	43.042127693402605	-103.2745441723665
55349	180	02	WV	2	39	1	H	35.523423974881915	-87.51803519360249
72276	161	37	NE	2	7	1	A	29.299538203874235	-81.21545832218911
29579	396	27	MD	10	39	1	K	36.443655258041865	-87.08199480933133
98248	188	38	LA	7	19	0	C	40.379334932939564	-76.39451958615189
46894	558	00	IN	4	8	1	D	29.53825328487102	-89.78276298565993
39352	407	38	FL	15	58	1	B	43.56974763775207	-87.77579973801912
25943	069	19	WV	10	67	1	I	46.408906483867355	-91.97375761963895
44355	171	58	CT	5	35	1	J	31.8738951461791	-96.89841205583042
96703	588	32	NV	11	8	1	H	35.867625947416514	-113.57632317440574
27039	379	42	MA	11	50	0	L	37.250568986239145	-86.09269786722987
14597	186	49	KY	10	11	1	E	42.70461677763978	-93.9341453161456
56128	368	44	NY	13	8	1	H	46.9075360048111	-113.41663978392317
66010	469	11	UT	3	69	1	H	29.20992791457185	-97.00083171765945
90718	213	37	TX	14	20	1	H	39.373896596440446	-102.46261896469998
90557	149	00	WA	4	4	1	B	30.20976380827009	-100.17658946734403
55722	376	29	OR	9	32	0	L	42.48046130329232	-123.58867668743964
30579	180	52	DC	2	15	1	J	42.77536138797389	-102.77624996348615
84932	176	38	FL	0	57	0	F	43.285893231359026	-84.11592055684861
98241	200	52	LA	5	56	1	A	48.801207505165294	-98.17011741538423
74534	085	40	WA	9	66	0	G	43.22275654084534	-108.67631508465446
71182	491	09	VT	11	49	1	C	35.090958312386476	-88.01429281201291
72932	033	00	NC	12	69	1	K	43.25469678502756	-100.67400896571012
52075	364	08	OR	8	62	1	A	26.67106695669943	-97.60094190960207
10305	137	10	VA	7	18	0	C	37.679398006934726	-115.19993741530769
76014	488	58	MA	14	3	0	K	40.99850757872788	-92.67122154609416
36294	052	51	NJ	7	68	1	I	31.074919660279523	-83.81357651084187
50876	533	40	MS	9	23	1	A	29.53110145424464	-100.45302226758216
16289	393	37	ME	12	38	1	D	31.523624658765254	-102.83077396918723
42711	377	50	MN	0	61	1	G	41.91332233482403	-78.1742889291399
11495	540	29	UT	3	17	0	J	40.10372783487311	-97.45735715445774
28336	237	05	WY	0	32	0	F	40.528743922315925	-119.80169029509823
64475	529	26	SD	9	16	1	C	42.235304414017804	-79.89612753355088
35961	565	51	NC	1	55	0	F	39.946914346002174	-98.67586460070528
39182	487	21	SD	13	22	1	M	39.145062428687304	-80.51528719503776
59234	392	17	DE	13	53	1	B	47.31598512984596	-98.3761498317957
11929	464	05	TN	6	62	0	B	33.068216239015065	-93.48847164425456
76318	460	35	NE	14	51	0	D	41.875415441942756	-83.56269752593022
40470	025	48	IA	5	3	1	C	31.354412406176163	-101.35538731271882
36559	505	23	AZ	11	19	1	I	43.8162470784696	-120.96639844675485
12398	241	35	MI	3	44	1	I	30.487806601818917	-83.90497753950484
53151	459	51	NE	14	29	1	H	33.2491976578732	-98.97707950975797
71446	114	11	WV	6	70	0	E	31.922355741403415	-81.8810124153591
21728	511	41	AR	12	14	1	A	39.72254655959054	-75.80420733690546
65318	373	54	DE	0	29	1	G	45.11844987324135	-67.40764835246338
28114	302	50	VT	2	49	1	K	40.3561059066344	-114.6595218130966
66601	001	25	NM	2	60	1	L	35.003624374723884	-100.83232304108444
92343	007	53	ID	2	5	1	H	47.006051033355995	-90.94401642909457
27516	446	56	NM	9	50	0	G	27.97952538068465	-80.94188986765226
69188	589	09	NC	1	13	1	G	40.847698194840866	-78.91431221576653
24883	480	37	RI	8	68	0	E	43.93149933212149	-97.57319349833303
35694	262	10	UT	6	51	1	D	39.09114732375598	-90.03098585247648
50872	573	17	DC	11	31	1	K	43.17644077501382	-88.119008766928
44199	227	39	ME	13	35	0	E	30.472445369390734	-82.21878408834172
19850	064	11	MD	0	32	0	I	44.02302146406048	-94.68727757106612
34405	007	20	WI	11	47	0	I	34.45890591211984	-86.01208770124319
10190	449	26	AZ	13	31	1	B	34.66022866511704	-101.76195077335845
91316	487	15	WI	11	38	1	G	32.95560680049675	-99.53870754213747
36630	124	41	RI	2	2	1	E	39.13097058800904	-115.80481185208501
93018	315	49	SC	3	15	0	A	35.270086282675905	-96.3902104563418
14312	388	03	CO	6	9	1	F	37.701427066133846	-96.37451553407155
56829	236	52	ME	12	67	1	J	42.06515055106581	-117.13197161570791
45949	444	54	OK	4	48	0	L	48.920039529881336	-112.72516311156161
90504	218	29	IA	14	53	0	G	30.17857801753299	-104.61195057971645
67452	140	18	MI	14	36	0	F	43.83615835499648	-105.09706168478488
90822	537	23	HI	9	57	0	G	39.31039131145843	-113.18651574227046
74508	302	33	OK	9	45	0	B	37.37904989824822	-110.10067504484338
33031	420	39	KY	14	30	0	M	37.316594255537744	-90.56944541085181
66080	483	21	DE	10	6	0	G	40.78969728221152	-88.58516746811853
73793	540	36	TX	14	27	1	H	37.25470808134068	-95.69530808170363
30342	144	23	SC	5	61	1	F	32.883923675946605	-110.19629581864865
14401	573	19	LA	10	6	1	C	42.085988540628335	-103.281448373839
94615	020	18	TN	4	18	1	K	43.98353808995848	-86.7700662407278
78768	550	03	NC	7	65	1	F	42.16318397425926	-124.22024678640587
45201	220	44	IA	1	16	1	G	37.06804834982886	-115.47245540491507
97150	144	24	OK	8	33	1	K	36.67753640483646	-103.15489432266384
98712	022	24	MD	11	16	0	G	42.490917144266746	-105.01817184000458
50361	427	59	NM	13	41	1	L	48.30773961132337	-96.93557542195566
34367	391	15	MO	13	25	1	J	39.44577378161364	-123.05930435252233
67499	469	44	ME	12	44	0	B	46.768607991062055	-102.455735222141
34917	541	53	NY	13	67	0	B	33.220115999159106	-89.59692531781717
95909	077	47	NH	13	64	0	D	43.41154726373746	-78.91873014783036
12163	496	11	TX	0	46	0	I	37.195629109918606	-79.83132794413464
94996	247	32	WV	14	15	0	M	34.80945200202534	-117.19739977120524
89980	301	11	MD	6	57	1	I	42.583878756588675	-106.72981442363104
68470	470	14	WV	10	22	0	D	29.998127869326403	-81.64118006625006
60370	058	42	CT	4	5	0	D	40.867192962019864	-91.37341811705481
10911	112	48	PA	0	14	1	E	35.5878810745211	-108.59567352479519
54162	356	13	AL	13	43	1	I	36.63511812125197	-119.76536293008026
71281	585	15	SD	9	61	0	K	31.125623461974698	-95.89655361392306
64832	375	47	IL	3	59	0	G	39.66670521012288	-107.19014025240475
87473	083	23	WY	0	64	0	M	39.09679244520505	-110.91017996520965
81406	547	17	KS	10	51	1	K	36.72233029683997	-84.75545553315808
44242	377	35	KY	2	47	0	G	32.186793841430934	-87.47114289025578
58514	070	20	WV	12	52	0	L	34.11062534190838	-105.27490889087204
28365	009	10	UT	1	15	0	G	46.66542978904568	-114.45528854381021
75343	385	55	OR	0	55	0	B	48.63023639608144	-119.975172496283
11877	452	14	MT	11	20	0	E	35.99065139709015	-104.44673100052738
94322	038	56	CT	1	23	0	H	28.316837369805487	-98.0759642002847
27254	456	14	NY	2	43	1	M	41.698421611327795	-121.1291545083458
89267	524	18	FL	4	43	1	I	44.961570002945635	-111.99962641820123
83571	133	55	CT	6	48	1	C	40.4310938962414	-102.23940669151561
55023	532	38	UT	11	3	1	F	47.773160176864806	-121.37266816440443
67032	304	13	LA	13	29	0	C	44.411028405009105	-69.76553065621863
74967	282	36	AR	2	8	0	E	38.6796315057331	-97.07356839305916
97872	289	17	MA	15	5	0	B	38.84168491042438	-94.30822489568875
34038	266	52	IL	10	1	1	A	36.95409415383677	-111.75751624799537
93294	458	09	WY	15	33	0	F	39.15565021385348	-98.20321986228959
34847	237	32	VA	0	67	1	J	39.23290130398261	-115.34014093473043
66612	228	55	IN	8	34	0	D	45.07722755914984	-99.78125008296756
65622	221	54	MA	2	14	0	G	45.762985593025725	-102.46020615795076
79216	301	03	AZ	11	16	0	G	41.55559748541356	-78.03106957492332
28913	274	26	IA	14	34	1	E	34.22273661242049	-115.49950896070683
87936	237	10	OH	0	64	0	K	47.20758865884652	-94.2307411493031
76001	502	11	NH	10	66	0	D	39.533355927233444	-94.65401042249547
84800	503	18	MO	14	48	1	J	38.00417565316911	-108.44537079413523
98051	539	44	NJ	0	59	1	H	34.33961045696137	-84.38170888617522
70691	275	39	GA	4	56	0	M	46.916711926934596	-106.20167565269426
48878	555	12	CO	3	8	0	G	32.93846064846008	-86.30747339006655
66358	245	21	CA	4	65	1	L	37.93585348575486	-85.03814213611153
37971	146	42	FL	8	58	1	B	37.5148710323892	-79.82250156889405
32580	072	58	NE	2	46	0	A	40.49337250246436	-76.83870720634482
11446	306	06	TX	5	10	0	H	43.63887797675977	-99.70266374603847
50564	213	04	WV	7	33	1	B	41.7868885423468	-93.34678961575436
16984	388	37	DC	3	44	1	I	47.5341081078914	-102.74597900580827
19634	150	24	NH	13	17	0	K	27.96437980442642	-97.35936454132965
22089	004	44	ID	7	14	1	G	43.454125299176994	-75.50047290430014
54733	479	14	AK	9	9	1	I	30.271086357121966	-100.84069060978833
41399	227	08	LA	2	63	0	F	45.427539813879704	-110.23101200884298
39744	189	18	OR	5	70	0	H	41.3865037370304	-89.9206153249308
15835	476	54	HI	15	10	0	L	43.40925840237365	-112.96473465427268
50699	350	24	NE	0	36	1	K	41.159925671529805	-78.64169753671771
29757	098	18	FL	0	50	1	K	36.636308088212175	-106.12386187376683
19829	131	47	MO	14	65	1	D	32.08479078685703	-107.6575080513996
71352	519	58	AL	12	31	0	H	32.607736663776095	-104.01469211909834
51036	067	36	TN	6	9	0	L	44.96048302551153	-69.3907954342991
78082	514	37	AK	10	28	1	A	33.30085661003821	-107.11976605676573
48840	197	11	MT	6	34	0	I	31.445123396124927	-98.22279537853208
18037	095	16	TX	1	16	0	K	42.559417212201865	-120.97541697309677
78610	266	21	ID	12	59	1	M	46.46998985642654	-88.46018998781287
80845	363	12	KY	12	41	1	F	36.314398687649025	-101.95441503704448
86471	413	05	UT	7	33	1	G	42.6843655107602	-108.22097242613957
65163	397	55	WI	9	19	1	C	33.877725796486025	-96.65145548295413
20751	430	06	CT	8	44	1	D	39.701430935738586	-101.25525536954726
97285	581	13	UT	14	23	0	M	31.588290260296656	-110.84956980727154
36157	520	17	DE	0	68	0	C	44.179917731136214	-109.98446816056392
43047	503	25	AR	9	15	0	M	33.0593834939127	-97.61069528865599
94823	344	42	RI	10	65	0	B	43.08689078949537	-120.32991647050753
32400	178	21	VT	3	54	1	G	36.85344107844797	-111.89141695823723
66199	348	46	NV	0	66	0	J	41.941769136710406	-101.30902884435667
19024	224	56	AL	6	69	1	A	41.79536649455285	-99.71995714740879
44682	431	55	OH	5	17	0	B	38.736355847673124	-90.4648143006521
39833	214	29	AL	7	62	1	F	37.08833961715332	-110.65502525908767
84028	101	17	VA	0	65	1	B	43.94015163441959	-84.94649049001177
93112	386	45	UT	2	47	1	J	38.01171287257489	-102.94686516131648
84772	508	17	AK	0	1	1	A	40.732062800332216	-94.3336264676936
20300	202	05	KS	13	70	0	G	48.46254791307372	-116.02820188279748
74410	065	07	WY	6	49	0	I	36.478033599629576	-95.2873477743515
26747	379	08	ND	10	68	1	C	34.872152431669875	-104.29356100607887
52413	237	02	ME	14	24	1	C	34.41412198402543	-90.67505039218499
14318	091	15	SC	13	0	1	M	39.33182600371555	-95.55732857184523
18164	470	07	MS	10	13	1	I	42.30382087443323	-95.02662972506008
22662	352	57	ND	15	22	1	M	39.20813640998375	-91.6132640172186
57081	480	48	DC	3	61	1	B	45.901391534622604	-94.83656687053993
55301	229	01	OK	15	65	0	D	44.73036497726777	-89.51517476799468
61049	040	50	RI	7	50	0	A	43.57408204249512	-99.35791296446592
40788	505	47	AL	9	3	0	E	46.806908231426874	-89.69764654750358
20385	208	03	WY	14	65	1	H	43.56123239588557	-99.08851857024554
30199	365	41	MD	0	27	1	E	42.12635725975281	-83.75710804199497
79053	457	55	KS	14	7	1	J	39.46984507057761	-86.78779671173353
66269	523	38	NH	4	64	1	B	44.938224055039186	-122.03543153251299
77999	518	24	OH	9	32	1	A	36.98655751042481	-110.1349761614477
15359	181	32	DC	3	45	0	B	35.60200739584805	-117.33570805415266
72149	554	59	VA	2	32	1	G	41.744409290965	-72.81105964350664
58008	249	00	ME	13	40	1	J	37.15078416884643	-96.68973178032573
90421	093	21	NM	10	35	0	E	38.26344245664884	-78.0929543010918
57998	115	03	WA	5	11	1	E	38.7596131539518	-103.24883457668552
74147	430	39	NE	7	54	1	A	32.86794079999663	-80.55446862851737
57929	529	31	MA	13	57	1	J	38.40670783227497	-94.34510639139035
85499	116	01	AR	2	18	1	E	32.18915314316813	-103.42366017837351
73703	260	05	AZ	12	55	1	A	34.67488468574401	-91.35725523785163
57578	249	56	MI	14	29	0	B	31.277489964977825	-85.79249994811286
65968	140	48	KS	15	69	1	M	31.76804109985198	-110.85238127177033
77593	121	44	KS	9	10	0	L	41.7775306812661	-120.75721202145712
61873	582	42	PA	5	32	1	B	34.19398784783376	-99.31073757741053
97653	301	08	SD	1	3	0	K	30.546467167049446	-82.58445349798589
34239	232	06	UT	2	44	1	J	39.939132450347955	-97.17795095651805
54553	399	18	KY	5	5	1	E	39.672857532935936	-108.2823339882329
10492	127	24	SC	1	68	1	K	31.829474764333824	-109.94383794259677
63868	099	02	AR	1	30	0	D	38.59399453762424	-80.88574561477704
89439	062	10	AL	2	14	0	E	29.788089502190942	-95.50073084266802
29529	437	45	NY	11	40	0	L	33.74847222726273	-90.69014841223728
34622	240	12	FL	10	55	0	F	36.06157831004362	-104.79053441612481
77881	104	32	AK	12	54	0	L	37.85382525271796	-83.93075028785285
12424	306	28	GA	9	23	1	J	41.87273268845587	-88.19668031740477
35575	061	45	GA	2	22	0	K	41.359805239802945	-105.28336210462858
81735	284	42	FL	14	41	1	B	40.11767004417687	-89.82514742634132
38653	331	43	MN	10	43	1	A	45.07938515016497	-85.47489245243067
35558	175	24	RI	11	20	0	C	42.44753031588486	-115.18319605759328
69337	590	12	KY	14	33	1	C	39.63279181709696	-75.69554891776292
93317	487	19	IL	13	50	1	F	35.20900343549867	-120.2847348712262
74194	374	05	NV	6	35	1	L	42.09977206316847	-108.2762706131203
90224	468	48	OH	10	65	1	A	36.9219200765054	-81.59515539991642
10384	088	27	NJ	3	66	1	L	43.199794289528086	-115.50528871535097
30230	221	17	MA	0	20	0	C	42.69483490135658	-78.30380215074848
57320	360	11	LA	15	66	1	E	46.31561068614026	-104.66147373028444
64406	409	24	MD	4	0	0	L	32.01047798733827	-100.66574622926416
57250	508	22	KS	13	68	1	B	41.6865047724398	-97.75945602549268
43307	498	32	AZ	11	65	0	C	39.272388176031455	-112.02151741881079
56044	248	13	NM	4	10	1	K	36.33836144054432	-89.51943196882975
60976	057	57	IN	2	17	0	B	43.593807322374104	-74.0710380137576
47815	319	47	WI	3	60	1	I	38.90064479870726	-90.48531067922526
28051	414	34	NE	8	38	1	E	33.38451620565139	-111.4731740762684
38692	120	33	AR	9	8	1	M	36.007116226550416	-81.31174989843964
14738	067	12	ID	0	67	0	L	40.12073194291565	-107.64842510864321
